ld,paper,chamber,title,committee,status,became_law,chapter,primary_sponsor,cosponsors,subjects,num_sponsors,num_actions,num_roll_calls,num_amendments,latest_action_date,latest_action,ps_url,lawmaker_url
51,HP0015,House,An Act to Increase Oversight of Fatalities of and Serious Injuries to Adults Subject to Public Guardianship,Health and Human Services,Enacted (ch. 127),True,127,Rep. Daniel SHAGOURY (Hallowell),,HEALTH AND HUMAN SERVICES DEPT,1,6,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0015,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0015&SessionID=16
52,HP0016,House,"Resolve, Requiring the Department of Health and Human Services to Study Options for Allowing Children in the Department's Custody to Receive Federal Benefits",Health and Human Services,"Died On Adjournment, Apr 29, 2026",False,,Rep. Amy ROEDER (Bangor),,CHILDREN AND FAMILIES,1,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0016,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0016&SessionID=16
53,HP0017,House,An Act to Establish the November General Election Day as a State Holiday,State and Local Government,"Died Between Houses, May 28, 2025",False,,Rep. Jennifer POIRIER (Skowhegan),,STATE GOVERNMENT,1,11,0,1,2025-05-28,On motion by Senator PIERCE of Cumberland The Senate INSISTED on ACCEPTANCE of The Minority Ought Not To Pass Report. Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0017,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0017&SessionID=16
54,HP0018,House,An Act to Require Employers to Disclose Pay Ranges and Maintain Records of Employees' Pay Histories,Labor,Enacted (ch. 771),True,771,Rep. Amy ROEDER (Bangor),,EMPLOYMENT PRACTICES,1,12,2,3,2026-04-14,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0018,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0018&SessionID=16
55,HP0019,House,An Act to Amend the Law Governing the Accrual of Earned Paid Leave,Labor,Enacted (ch. 438),True,438,Rep. Michael LEMELIN (Chelsea),,EMPLOYMENT PRACTICES,1,7,0,1,2025-06-25,On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table PASSED TO BE ENACTED in concurrence.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0019,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0019&SessionID=16
56,HP0020,House,An Act to Remove the 5 Cent Fee for Bags in Retail Stores,Environment and Natural Resources,"Accepted Majority (ONTP) Report, Apr 10, 2025",False,,Rep. Michael LEMELIN (Chelsea),,CONTAINERS - RETURNABLE,1,4,2,0,2025-04-10,Reports Read On motion by Senator TEPLER of Sagadahoc the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED Roll Call Ordered Roll Call Number 99 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0020,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0020&SessionID=16
57,HP0021,House,An Act to Enable Maine National Guard Commanders to More Efficiently Effect Disciplinary Measures Through the Maine Code of Military Justice,Veterans and Legal Affairs,Enacted (ch. 97),True,97,Rep. Kenneth FREDETTE (Newport),,NATIONAL GUARD,1,6,0,1,2025-05-21,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0021,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0021&SessionID=16
58,HP0022,House,An Act to Establish Certain Positions Within the Maine Bureau of Veterans' Services,Veterans and Legal Affairs,Enacted (ch. 98),True,98,Rep. Laura SUPICA (Bangor),,DEFENSE VETERANS AND EMER MGT SERV,1,6,0,0,2025-05-21,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0022,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0022&SessionID=16
59,HP0023,House,An Act to Ban the Drug Tianeptine,Criminal Justice and Public Safety,"Accepted Report B (ONTP), Jun 5, 2025",False,,Rep. Michael LEMELIN (Chelsea),,CRIMES,1,4,2,2,2025-06-05,"Reports READ . On motion of Representative HASENFUS of Readfield, REPORT B Ought Not to Pass was ACCEPTED . ROLL CALL NO. 351 (Yeas 71 - Nays 68 - Absent 10 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0023,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0023&SessionID=16
60,HP0024,House,An Act to Allow Employees to Request Flexible Work Schedules,Labor,"Died On Adjournment, Apr 29, 2026",False,,Rep. Amy ROEDER (Bangor),Sen. Michael TIPPING (Penobscot),EMPLOYMENT PRACTICES,2,8,2,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0024,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0024&SessionID=16
61,HP0025,House,An Act to Regulate Employer Surveillance to Protect Workers,Labor,Enacted (ch. 524),True,524,Rep. Amy ROEDER (Bangor),Sen. Michael TIPPING (Penobscot),EMPLOYMENT PRACTICES,2,8,2,1,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0025,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0025&SessionID=16
62,HP0026,House,An Act to Support Municipal and County Actions on Dam Ownership and to Make Other Changes to the Laws Regulating Release from Dam Ownership,Environment and Natural Resources,Enacted (ch. 226),True,226,Rep. Nina MILLIKEN (Blue Hill),,DAMS,1,6,0,1,2025-06-03,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0026,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0026&SessionID=16
63,HP0027,House,An Act to Support Implementation of Certified Community Behavioral Health Clinic Projects,Health and Human Services,Enacted (ch. 10),True,10,Rep. Anne GRAHAM (North Yarmouth),,MENTAL HEALTH SERVICES,1,5,0,1,2025-03-20,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0027,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0027&SessionID=16
64,HP0028,House,An Act to Eliminate the Cultchless American Oyster Growers License,Marine Resources,Enacted (ch. 227),True,227,Rep. Tiffany STROUT (Harrington),,SHELLFISH,1,6,0,1,2025-06-03,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0028,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0028&SessionID=16
65,HP0029,House,"An Act to Update the Definition of ""Coastal Wetlands"" Under the Natural Resources Protection Act and the Mandatory Shoreland Zoning Laws",Environment and Natural Resources,Enacted (ch. 128),True,128,Rep. Victoria DOUDERA (Camden),,PROTECTED NATURAL RESOURCES,1,6,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0029,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0029&SessionID=16
66,HP0030,House,An Act to Expand Access to the Maine Wage Assurance Fund,Labor,Enacted (ch. 192),True,192,Rep. Charles SKOLD (Portland),,EMPLOYMENT SECURITY,1,6,1,1,2025-06-02,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0030,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0030&SessionID=16
67,HP0031,House,An Act to Establish Minimum Standards for Certain Urgent Care Facilities,Health and Human Services,Enacted (ch. 129),True,129,Rep. Michele MEYER (Eliot),,HEALTH CARE FACILITIES,1,6,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0031,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0031&SessionID=16
68,HP0032,House,An Act to Amend the State Tax Laws,Taxation,Enacted (ch. 271),True,271,Rep. Kristen CLOUTIER (Lewiston),,REVENUE SERVICES BUREAU,1,6,2,1,2025-06-09,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0032,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0032&SessionID=16
69,HP0033,House,"An Act to Repeal the Law Restricting the Use of Certain Plastic, Paper and Single-use Bags",Environment and Natural Resources,"Accepted Majority (ONTP) Report, Apr 10, 2025",False,,Rep. Barbara BAGSHAW (Windham),Rep. Alicia COLLINS (Sidney); Rep. Mark COOPER (Windham); Rep. Kathy JAVNER (Chester); Sen. James LIBBY (Cumberland),CONTAINERS - RETURNABLE,5,4,2,0,2025-04-10,Reports Read On motion by Senator TEPLER of Sagadahoc the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED Roll Call Ordered Roll Call Number 100 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0033,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0033&SessionID=16
70,HP0034,House,An Act to Fund Free Health Clinics,Health and Human Services,Enacted (ch. 439),True,439,Rep. Michael BRENNAN (Portland),,HEALTH CARE FACILITIES,1,10,4,2,2025-06-25,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table On motion by Same Senator the Senate SUSPENDED THE RULES to RECONSIDER their actions whereby the Bill was PASSED TO BE ENGROSSED AS AMENDED by Committee Amendment ""A"" (H-63) On further motion by Same Senator the Senate SUSPENDED THE RULES to RECONSIDER their actions whereby Committee Amendment ""A"" (H-63) was ADOPTED. On further motion by Same Senator Senate Amendment ""A"" (S-444) to Committee Amendment ""A"" (H-63) READ and ADOPTED. Committee Amendment ""A"" (H-63) as Amended by Senate Amendment ""A"" (S-444) thereto ADOPTED. PASSED TO BE ENGROSSED AS AMENDED BY Committee Amendment ""A"" (H-63) as Amended by Senate Amendment ""A"" (S-444) thereto in NON-CONCURRENCE. Sent down for concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0034,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0034&SessionID=16
71,HP0035,House,An Act Regarding Special Education Funding,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",False,,Rep. Kristi MATHIESON (Kittery),Sen. Mark LAWRENCE (York); Rep. Holly SARGENT (York),SPECIAL EDUCATION,3,3,0,0,2025-05-21,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0035,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0035&SessionID=16
72,HP0036,House,An Act to Designate the Spring Peeper as the Official State Amphibian,State and Local Government,Enacted (ch. 31),True,31,Rep. Laurie OSHER (Orono),Rep. Daniel ANKELES (Brunswick); Sen. Stacy BRENNER (Cumberland); President Matthea DAUGHTRY (Cumberland),STATE GOVERNMENT,4,6,2,0,2025-04-08,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0036,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0036&SessionID=16
73,HP0037,House,An Act to Designate the Wood Turtle as the Official State Reptile,State and Local Government,Enacted (ch. 32),True,32,Rep. Laurie OSHER (Orono),Rep. Daniel ANKELES (Brunswick); Sen. Stacy BRENNER (Cumberland),STATE GOVERNMENT,3,6,2,0,2025-04-08,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0037,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0037&SessionID=16
74,HP0038,House,An Act to Update the System of Learning Results Review Timeline,Education and Cultural Affairs,Enacted (ch. 26),True,26,Rep. Michael BRENNAN (Portland),,SCHOOL POLICIES,1,6,2,0,2025-04-08,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0038,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0038&SessionID=16
75,HP0039,House,An Act to Update Funding for the Board of Environmental Protection,Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 24, 2025",False,,Rep. Daniel ANKELES (Brunswick),,ENVIRONMENTAL PROTECTION BOARD,1,3,0,0,2025-04-24,"Pursuant to Joint Rule 310.3, Placed in Legislative Files ( DEAD ).",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0039,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0039&SessionID=16
76,HP0040,House,An Act to Allow Use of the Fish Hatchery Maintenance Fund to Compensate Hatchery Staff When Certain Operational Needs Require Overtime,Inland Fisheries and Wildlife,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 3, 2026",False,,Rep. James THORNE (Carmel),,FISH,1,4,0,0,2026-03-03,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0040,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0040&SessionID=16
77,HP0041,House,"An Act to Stabilize and Sustainably Fund the Department of Inland Fisheries and Wildlife, Fisheries and Hatcheries Division by Increasing the Inland Fishing License Fees and Establishing the Inland Fisheries Conservation and Enhancement Fund",Inland Fisheries and Wildlife,"Died On Adjournment, Jun 25, 2025",False,,Rep. Stephen WOOD (Greene),,FISHING,1,17,2,2,2025-06-25,The Bill was in the possession of the House when the Legislature adjourned Sine Die and was placed in the Legislative Files. ( DEAD ),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0041,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0041&SessionID=16
78,HP0042,House,"Resolve, Directing the Department of Education to Collect Data on Cursive Instruction in Maine Public Schools",Education and Cultural Affairs,"Died On Adjournment, Apr 29, 2026",False,,Rep. Joseph UNDERWOOD (Presque Isle),,SCHOOL PROGRAMS,1,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0042,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0042&SessionID=16
79,HP0043,House,"Resolve, to Rename the Bridge on Main Street Between Biddeford and Saco the General Wallace H. Nutting Memorial Bridge",Transportation,Enacted (ch. 10),True,10,Rep. Marc MALON (Biddeford),Rep. Marshall ARCHER (Saco); Sen. Donna BAILEY (York); Rep. Lynn COPELAND (Saco); Speaker Ryan FECTEAU (Biddeford); Rep. Drew GATTINE (Westbrook); Rep. Traci GERE (Kennebunkport); Sen. Henry INGWERSEN (York),ROADS,8,5,0,0,2025-03-20,"FINALLY PASSED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0043,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0043&SessionID=16
80,HP0044,House,An Act to Designate the Seppala Siberian Sleddog as the Maine State Dog,State and Local Government,Enacted (ch. 56),True,56,Rep. David BOYER (Poland),Rep. Mark BABIN (Fort Fairfield); Sen. Richard BENNETT (Oxford); Sen. Susan BERNARD (Aroostook); Sen. Bruce BICKFORD (Androscoggin); Rep. Mark BLIER (Buxton); Rep. Lucien DAIGLE (Fort Kent); Rep. Nina MILLIKEN (Blue Hill); Rep. Laura SUPICA (Bangor); Rep. David WOODSOME (Waterboro),STATE GOVERNMENT,10,6,1,0,2025-04-15,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0044,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0044&SessionID=16
81,HP0045,House,An Act to Foster Innovation in Maine Schools by Updating the Requirements of School Innovation Waivers,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 20, 2025",False,,Rep. Kelly MURPHY (Scarborough),,SCHOOL PROGRAMS,1,2,0,0,2025-03-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0045,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0045&SessionID=16
82,HP0046,House,"An Act to Amend the Workers' Compensation Laws by Extending Indefinitely the Presumption Applying to Law Enforcement Officers, Corrections Officers, E-9-1-1 Dispatchers, Firefighters and Emergency Medical Services Persons Diagnosed with Post-traumatic Stress Disorder",Labor,Enacted (ch. 433),True,433,Rep. Kristi MATHIESON (Kittery),Speaker Ryan FECTEAU (Biddeford); Rep. Michel LAJOIE (Lewiston); Sen. Mark LAWRENCE (York); Rep. Michele MEYER (Eliot),WORKERS COMPENSATION,5,7,1,1,2025-06-25,On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table PASSED TO BE ENACTED - Emergency -2/3 Elected Required in concurrence.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0046,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0046&SessionID=16
83,HP0047,House,An Act Concerning the Filing of Marriage Licenses and the Recording of Intentions as Part of the Electronic Vital Records System,Judiciary,Enacted (ch. 130),True,130,Rep. Amy KUHN (Falmouth),,DOMESTIC RELATIONS,1,8,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0047,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0047&SessionID=16
