ld,paper,label,adopted,new_title,house_action,senate_action
897,SP0386,"C ""B"" (S-572 )",False,An Act Regarding Required Negative Pricing Provisions in Contracts for Energy Resulting from Competitive Solicitations Conducted by the Public Utilities Commission,,
898,SP0387,"C ""A"" (S-144 )",True,"Resolve, to Support Rural Health Care Workforce Recruitment",Adopted on 5/28/2025,Adopted on 5/27/2025
899,SP0388,"C ""A"" (S-58 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
900,SP0389,"C ""A"" (S-146 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
901,SP0390,"C ""A"" (S-182 )",True,"Resolve, Directing the Maine Redevelopment Land Bank Authority to Take Appropriate Actions to Identify Opportunities for the Beneficial Reuse of the Buildings and Land Commonly Known as the Bangor Mall",Adopted on 6/2/2025,Adopted on 5/29/2025
907,SP0396,"C ""A"" (S-51 )",True,,Adopted on 5/13/2025,Adopted on 5/7/2025
911,SP0401,"C ""A"" (S-333 )",True,An Act to Clarify Procedures for When a Candidate Withdraws from an Election Determined by Ranked-choice Voting or When a Candidate Dies or Becomes Disqualified in an Election Determined by Ranked-choice Voting,Adopted on 6/13/2025,Adopted on 6/13/2025
911,SP0401,"S ""A"" (S-378 ) to C ""A"" (S-333 )",True,An Act to Clarify Procedures for When a Candidate Withdraws from an Election Determined by Ranked-choice Voting or When a Candidate Dies or Becomes Disqualified in an Election Determined by Ranked-choice Voting,Adopted on 6/13/2025,Adopted on 6/13/2025
912,SP0402,"C ""A"" (S-67 )",True,An Act to Limit the Amount of Electricity That May Be Provided to Data Centers on a Certain Commercial or Industrial Site,Adopted on 5/14/2025,Adopted on 5/13/2025
913,SP0403,"C ""A"" (S-308 )",True,An Act to Amend the Law Regulating the Resale of Tickets,Adopted on 6/12/2025,Adopted on 6/11/2025
913,SP0403,"S ""A"" (S-351 ) to C ""A"" (S-308 )",False,An Act to Amend the Law Regulating the Resale of Tickets,,
915,HP0580,"C ""A"" (H-354 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
916,HP0581,"C ""A"" (H-942 )",True,,Adopted on 4/2/2026,Adopted on 4/6/2026
918,HP0583,"C ""A"" (H-124 )",False,An Act to Allow a Qualifying Religious Organization Whose Religion Prohibits Using Insurance to Self-insure for Automobile Insurance,,
919,HP0584,"C ""A"" (H-311 )",False,An Act to Require Parental Permission for Surveys and Questionnaires Administered to Minors in Schools,,
921,HP0586,"C ""A"" (H-460 )",False,,,
924,HP0589,"C ""A"" (H-459 )",False,,,
930,HP0595,"C ""A"" (H-653 )",True,,Adopted on 6/11/2025,Adopted on 6/12/2025
931,HP0596,"C ""A"" (H-637 )",True,An Act to Amend the Law Allowing Individuals Subject to Pretrial or Presentence Incarceration to Be Credited Time for Participation in Work Projects Within a Jail,Adopted on 6/10/2025,Adopted on 6/11/2025
932,HP0597,"C ""A"" (H-52 )",True,,Adopted on 4/17/2025,Adopted on 4/17/2025
935,HP0600,"C ""A"" (H-192 )",False,,,
936,HP0601,"C ""A"" (H-755 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
939,HP0604,"C ""A"" (H-48 )",False,,,
940,HP0605,"C ""A"" (H-275 )",True,An Act to Increase the Maximum Cash Prize for the Long Lake Ice Fishing Derby,Adopted on 5/27/2025,Adopted on 5/28/2025
945,HP0610,"C ""A"" (H-83 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
946,HP0611,"C ""A"" (H-291 )",True,,Adopted on 5/28/2025,Adopted on 5/29/2025
948,HP0613,"C ""A"" (H-699 )",True,,Adopted on 6/13/2025,Adopted on 6/13/2025
949,HP0614,"C ""A"" (H-491 )",True,,Adopted on 6/16/2025,Adopted on 6/5/2025
949,HP0614,"H ""A"" (H-735 ) to C ""A"" (H-491 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
950,SP0405,"C ""A"" (S-131 )",True,An Act to Increase Access to Protection from Abuse Orders by Allowing Children to File Protection from Abuse Orders on Their Own Behalf,Adopted on 5/27/2025,Adopted on 5/22/2025
952,SP0407,"C ""A"" (S-188 )",False,,,
953,SP0409,"C ""A"" (S-364 )",False,,,
954,SP0410,"C ""A"" (S-69 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
957,HP0616,"C ""A"" (H-397 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
958,HP0617,"C ""A"" (H-679 )",True,An Act to Prohibit Eminent Domain on Existing Tribal Trust Lands,Adopted on 6/13/2025,Adopted on 6/13/2025
960,HP0619,"C ""A"" (H-417 )",True,"Resolve, to Allow the Placement of Hospitalized Patients in Nursing Facilities in Alternative Locations Under Certain Circumstances",Adopted on 6/2/2025,Adopted on 6/2/2025
961,HP0620,"C ""A"" (H-785 )",True,,Adopted on 1/13/2026,Adopted on 1/20/2026
965,HP0624,"C ""A"" (H-319 )",False,,,
966,HP0626,"C ""A"" (H-35 )",True,An Act Allowing Access by State Agencies and Hospitals to Certain Confidential Probate Court Records,Adopted on 4/1/2025,Adopted on 4/1/2025
967,HP0627,"C ""A"" (H-84 )",True,,Adopted on 5/6/2025,Adopted on 5/7/2025
968,HP0628,"C ""A"" (H-462 )",False,"Resolve, to Establish a Working Group to Study the Level of Stakeholder Input Involved in the Appointment of the Commissioner of Marine Resources",,
970,HP0630,"C ""A"" (H-449 )",True,An Act to Support Affordable Housing Development,Adopted on 6/3/2025,Adopted on 6/3/2025
971,HP0631,"C ""A"" (H-263 )",True,An Act to Amend the Law Regarding the Checking of Baitfish Traps,Adopted on 5/27/2025,Adopted on 5/28/2025
973,HP0633,"C ""A"" (H-181 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
974,HP0634,"C ""A"" (H-398 )",True,"Resolve, Directing the Department of Education to Convene a Stakeholder Group to Improve High School Graduation Rates and Review Policies Related to Graduation Rate Data",Adopted on 6/3/2025,Adopted on 6/4/2025
976,HP0636,"C ""A"" (H-479 )",True,"Resolve, to Establish a Working Group to Facilitate Public Access and Resilience Planning for Swan Island",Adopted on 6/4/2025,Adopted on 6/5/2025
977,HP0637,"C ""A"" (H-175 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
978,HP0638,"C ""A"" (H-753 )",False,,,
978,HP0638,"C ""B"" (H-754 )",False,,,
978,HP0638,"C ""C"" (H-928 )",True,,Adopted on 4/2/2026,Adopted on 4/6/2026
978,HP0638,"C ""D"" (H-929 )",False,,,
979,HP0639,"C ""A"" (H-743 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
981,SP0408,"C ""A"" (S-384 )",True,An Act to Facilitate the Establishment of an Automated Crime Victim Notification System,Adopted on 4/13/2026,Adopted on 4/13/2026
981,SP0408,"S ""A"" (S-677 ) to C ""A"" (S-384 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
982,SP0412,"C ""A"" (S-330 )",True,,Adopted on 6/10/2025,Adopted on 6/10/2025
983,SP0413,"C ""A"" (S-57 )",True,,Adopted on 5/14/2025,Adopted on 5/13/2025
984,SP0414,"C ""A"" (S-309 )",True,An Act to Require State-owned or Leased Buildings Occupied by 50 or More Executive Branch Employees to Have at Least One Automated External Defibrillator and One Bleeding Control Kit,Adopted on 6/9/2025,Adopted on 6/9/2025
985,SP0416,"C ""A"" (S-299 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
987,SP0419,"C ""A"" (S-27 )",True,An Act Clarifying Exemptions from the Law Regulating Products Containing PFAS,Adopted on 4/30/2025,Adopted on 4/29/2025
995,HP0642,"C ""A"" (H-76 )",True,,Adopted on 4/29/2025,Adopted on 4/29/2025
996,HP0643,"C ""A"" (H-341 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
997,HP0644,"C ""A"" (H-686 )",True,,Adopted on 6/13/2025,Adopted on 6/13/2025
999,HP0646,"C ""A"" (H-482 )",True,An Act to Include Employees of the Maine Indian Tribal-State Commission in the State's Group Health Plan and to Clarify Future Eligibility for the State's Group Health Plan,Adopted on 6/4/2025,Adopted on 6/5/2025
1002,HP0649,"C ""A"" (H-690 )",False,,,
1003,HP0650,"C ""A"" (H-362 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1003,HP0650,"S ""A"" (S-705 ) to C ""A"" (H-362 )",True,An Act Establishing the Retirement Improvement Fund,Adopted on 4/13/2026,Adopted on 4/13/2026
1004,HP0651,"C ""A"" (H-990 )",True,An Act to Adjust Certain Implementation and Reporting Dates in Legislation Held by the Governor That Became Law,Adopted on 4/9/2026,Adopted on 4/9/2026
1004,HP0651,"C ""B"" (H-991 )",False,An Act to Adjust Certain Implementation and Reporting Dates in Legislation Held by the Governor That Became Law,,
1004,HP0651,"S ""A"" (S-655 ) to C ""A"" (H-990 )",True,,Adopted on 4/9/2026,Adopted on 4/9/2026
1005,HP0652,"C ""A"" (H-633 )",True,"Resolve, to Study Authorization for Municipal Fire Departments with Trained Personnel to Conduct Fire Sprinkler System Plan Reviews",Adopted on 6/10/2025,Adopted on 6/11/2025
1007,HP0654,"C ""A"" (H-590 )",False,,,
1008,HP0655,"C ""A"" (H-169 )",False,,,
1009,HP0656,"C ""A"" (H-1031 )",True,An Act to Restore Full Civil Rights to Possess Firearms to Persons Previously Convicted of Certain Nonviolent Felonies,Adopted on 4/9/2026,Adopted on 4/9/2026
1009,HP0656,"H ""A"" (H-1048 ) to C ""A"" (H-1031 )",False,,,
1010,HP0657,"C ""A"" (H-336 )",False,,,
1012,SP0429,"C ""A"" (S-206 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1012,SP0429,"S ""A"" (S-466 ) to C ""A"" (S-206 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1013,SP0430,"C ""A"" (S-72 )",True,,,Adopted on 5/13/2025
1016,SP0433,"C ""A"" (S-247 )",True,,Adopted on 6/10/2025,Adopted on 6/5/2025
1016,SP0433,"H ""A"" (H-639 ) to C ""A"" (S-247 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
1017,SP0434,"C ""A"" (S-149 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
1018,SP0435,"C ""A"" (S-402 )",True,,Adopted on 6/16/2025,Adopted on 6/13/2025
1020,SP0437,"C ""A"" (S-366 )",False,An Act to Repeal the Laws Providing for the Construction of a Connector to Gorham,,
1021,SP0439,"C ""A"" (S-255 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
1022,SP0440,"C ""A"" (S-99 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
1023,SP0441,"C ""A"" (S-297 )",True,"Resolve, to Reestablish the Blue Economy Task Force to Support Maine's Emergence as a Center for Blue Economy Innovation and Opportunity in the 21st Century",Adopted on 6/25/2025,Adopted on 6/25/2025
1023,SP0441,"C ""B"" (S-298 )",False,"Resolve, to Reestablish the Blue Economy Task Force to Support Maine's Emergence as a Center for Blue Economy Innovation and Opportunity in the 21st Century",,
1023,SP0441,"S ""A"" (S-485 ) to C ""A"" (S-297 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1024,SP0442,"C ""A"" (S-172 )",False,,,
1025,SP0443,"C ""A"" (S-145 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
1027,SP0445,"C ""A"" (S-251 )",False,,,
1032,HP0661,"C ""A"" (H-467 )",True,,Adopted on 6/4/2025,
1033,HP0662,"C ""A"" (H-276 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
1034,HP0663,"C ""A"" (H-330 )",False,"Resolve, to Establish the Commission to Study Pathways for Creating a Psilocybin Services Program in Maine",,
1040,HP0669,"C ""A"" (H-100 )",True,,Adopted on 5/7/2025,Adopted on 5/13/2025
1041,HP0670,"C ""A"" (H-740 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
1042,HP0671,"C ""A"" (H-233 )",True,An Act to Require a Person Operating a Watercraft for Recreational Purposes to Ensure All Children Under 13 Years of Age Wear United States Coast Guard Approved Personal Flotation Devices,Adopted on 5/22/2025,Adopted on 5/22/2025
1043,HP0672,"C ""A"" (H-294 )",True,,Adopted on 5/28/2025,Adopted on 5/28/2025
1048,HP0677,"C ""A"" (H-513 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1049,HP0678,"C ""A"" (H-659 )",False,An Act to Require a Person to Inform a Law Enforcement Officer upon Request When Carrying a Concealed Handgun Without a Permit,,
1052,HP0681,"C ""A"" (H-527 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1054,HP0683,"C ""A"" (H-883 )",True,An Act to Amend Certain Definitions in the Laws Governing Conservation Easements,Adopted on 3/24/2026,Adopted on 3/25/2026
1056,HP0685,"C ""A"" (H-747 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
1057,HP0686,"C ""A"" (H-174 )",False,"Resolve, to Aid Municipalities in Complying with Dog Licensing Database Requirements",,
1059,HP0688,"C ""A"" (H-933 )",False,,,
1060,HP0689,"C ""A"" (H-149 )",True,,Adopted on 5/14/2025,Adopted on 5/20/2025
1061,HP0690,"C ""A"" (H-78 )",True,,Adopted on 4/30/2025,Adopted on 5/6/2025
1063,HP0692,"C ""A"" (H-238 )",True,,Adopted on 5/27/2025,
1065,SP0438,"C ""A"" (S-279 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1067,SP0451,"C ""A"" (S-209 )",False,,,
1068,SP0452,"C ""A"" (S-285 )",False,,,
1068,SP0452,"S ""A"" (S-338 )",False,An Act to Allow the People to Elect the State Auditor by Ranked-choice Voting and Allow Candidates for State Auditor to Participate in the Maine Clean Election Act,,
1069,SP0454,"C ""A"" (S-315 )",True,"Resolve, Directing the Department of Education to Review Personal Finance Course Offerings in Maine Schools and Implement a Teacher Training Program",Adopted on 6/25/2025,Adopted on 6/25/2025
1069,SP0454,"S ""A"" (S-486 ) to C ""A"" (S-315 )",True,"Resolve, Directing the Department of Education to Review Personal Finance Course Offerings in Maine Schools and Convene a Working Group of Relevant Stakeholders",Adopted on 6/25/2025,Adopted on 6/25/2025
1072,SP0458,"C ""A"" (S-189 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1074,HP0696,"C ""A"" (H-307 )",True,,Adopted on 5/28/2025,Adopted on 5/28/2025
1077,HP0699,"C ""A"" (H-741 )",False,,,
1078,HP0700,"C ""A"" (H-485 )",True,,Adopted on 6/5/2025,Adopted on 6/9/2025
1079,HP0701,"C ""A"" (H-301 )",True,,Adopted on 5/28/2025,Adopted on 5/28/2025
1080,HP0702,"C ""A"" (H-86 )",True,,Adopted on 5/14/2025,Adopted on 5/20/2025
1081,HP0703,"C ""A"" (H-191 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1082,HP0704,"C ""A"" (H-709 )",False,,,
1082,HP0704,"C ""B"" (H-710 )",False,,,
1085,HP0707,"C ""A"" (H-450 )",True,"Resolve, Directing the State Court Administrator to Perform an Inspection and Study of the Rumford Courthouse Building",Adopted on 6/3/2025,Adopted on 6/3/2025
1087,HP0709,"C ""A"" (H-434 )",False,,,
1088,HP0710,"C ""A"" (H-718 )",False,,,
1088,HP0710,"C ""B"" (H-719 )",False,An Act to Enact the Maine Online Data Privacy Act,,
1089,HP0711,"C ""A"" (H-648 )",True,An Act to Permanently Fund 55 Percent of the State's Share of Education by Establishing a Tax on High-income Earners,Adopted on 6/11/2025,Adopted on 6/16/2025
1091,HP0713,"C ""A"" (H-509 )",True,An Act to Reinforce Free Speech at Town Meetings by Requiring Opportunity for Public Comment,Adopted on 6/4/2025,Adopted on 6/5/2025
1093,HP0715,"C ""A"" (H-350 )",True,An Act Regarding Day Use Passes That May Be Used at Any State Park or Historic Site,Adopted on 6/2/2025,
1094,HP0716,"C ""A"" (H-475 )",True,,Adopted on 6/3/2025,Adopted on 6/4/2025
1097,HP0719,"C ""A"" (H-313 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1097,HP0719,"S ""A"" (S-467 )",True,"Resolve, to Require the Department of Education to Convene a Group to Develop Best Practices for De-escalation and Behavior Intervention",Adopted on 6/25/2025,Adopted on 6/25/2025
1098,HP0720,"C ""A"" (H-516 )",True,"Resolve, Directing the Department of Education to Review the Use of Abbreviated School Days",Adopted on 6/9/2025,Adopted on 6/9/2025
1099,HP0721,"C ""A"" (H-623 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
1100,SP0460,"C ""A"" (S-166 )",True,,Adopted on 5/29/2025,Adopted on 5/28/2025
1101,SP0462,"C ""A"" (S-11 )",True,,Adopted on 4/10/2025,Adopted on 4/8/2025
1101,SP0462,"H ""A"" (H-47 ) to C ""A"" (S-11 )",False,,Indefinitely postponed on 4/10/2025,Indefinitely postponed on 4/10/2025
1105,HP0724,"C ""A"" (H-363 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1106,HP0725,"C ""A"" (H-230 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1106,HP0725,"S ""A"" (S-678 ) to C ""A"" (H-230 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1107,HP0726,"C ""A"" (H-708 )",True,An Act to Amend the Tax Expenditure Review Process and Centralize Incentive Data Collection,Adopted on 6/13/2025,Adopted on 6/16/2025
1109,HP0728,"C ""A"" (H-662 )",False,,,
1109,HP0728,"C ""B"" (H-663 )",False,An Act to Reduce Gun Violence Casualties in Maine by Prohibiting the Trafficking of Large-capacity Ammunition Feeding Devices,,
1111,HP0730,"C ""A"" (H-158 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1112,HP0731,"C ""A"" (H-607 )",False,,,
1113,HP0732,"C ""A"" (H-556 )",True,An Act Regarding Fairness in Sentencing for Persons Based on Age,Adopted on 6/9/2025,Adopted on 6/9/2025
1114,HP0733,"C ""A"" (H-597 )",True,,Adopted on 6/9/2025,Adopted on 6/10/2025
1117,HP0736,"C ""A"" (H-388 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1120,HP0739,"C ""A"" (H-655 )",False,,,
1121,HP0740,"C ""A"" (H-431 )",True,,Adopted on 6/3/2025,Adopted on 6/3/2025
1123,HP0742,"C ""A"" (H-183 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1126,HP0745,"C ""A"" (H-660 )",True,,Adopted on 6/25/2025,Adopted on 6/17/2025
1126,HP0745,"S ""A"" (S-403 ) to C ""A"" (H-660 )",True,"An Act Regarding Unlawful Possession, Manufacturing and Use of Firearms Without Serial Numbers",,Adopted on 6/17/2025
1126,HP0745,"S ""B"" (S-468 ) to C ""A"" (H-660 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1128,HP0747,"C ""A"" (H-178 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1129,HP0748,"C ""A"" (H-245 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1130,HP0749,"C ""A"" (H-135 )",True,An Act to Advance Energy Storage Within the State,Adopted on 5/13/2025,Adopted on 5/14/2025
1133,SP0457,"C ""A"" (S-257 )",True,,Adopted on 6/5/2025,Adopted on 6/4/2025
1134,SP0461,"C ""A"" (S-362 )",False,,,
1135,SP0463,"C ""A"" (S-377 )",True,"Resolve, to Convene a Working Group to Study the Use of Oral Fluid Testing in Determining Intoxication of Drivers, Aircraft Operators and Hunters",Adopted on 6/13/2025,Adopted on 6/12/2025
1138,SP0469,"C ""A"" (S-331 )",True,,,Adopted on 6/10/2025
1139,SP0470,"C ""A"" (S-80 )",True,,Adopted on 5/20/2025,Adopted on 5/14/2025
1141,SP0472,"C ""A"" (S-352 )",True,An Act to Increase the Procurement of Maine Foods by Certain State Institutions,Adopted on 6/11/2025,Adopted on 6/11/2025
1143,SP0474,"C ""A"" (S-248 )",True,An Act to Update Language on Setback Variances for Single-family Dwellings,Adopted on 6/4/2025,Adopted on 6/3/2025
1145,SP0477,"C ""A"" (S-273 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1145,SP0477,"C ""B"" (S-274 )",False,,,
1145,SP0477,"H ""A"" (H-594 ) to C ""A"" (S-273 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1146,HP0751,"C ""A"" (H-368 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1147,HP0752,"C ""A"" (H-369 )",True,An Act Regarding the Required State of Mind Relating to the Threatening Display of a Weapon,Adopted on 6/2/2025,
1148,HP0753,"C ""A"" (H-188 )",True,"Resolve, Directing the Secretary of State to Study Providing Access to Absentee Ballots for Municipal Elections to Uniformed Service Voters or Overseas Voters in the Same Manner as Absentee Ballots for Statewide Elections",Adopted on 5/20/2025,Adopted on 5/21/2025
1157,HP0762,"C ""A"" (H-342 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1158,HP0763,"C ""A"" (H-157 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1159,HP0764,"C ""A"" (H-222 )",False,An Act to Prohibit Businesses and Governmental Entities That Charge a Fee for In-person Credit Card Purchases from Refusing to Accept Cash,,
1159,HP0764,"C ""B"" (H-223 )",True,An Act to Prohibit Governmental Entities That Charge a Fee for In-person Credit Card Purchases from Refusing to Accept Cash,Adopted on 5/28/2025,Adopted on 5/27/2025
1160,HP0765,"C ""A"" (H-247 )",False,,,
1163,HP0768,"C ""A"" (H-515 )",True,"Resolve, Directing the State Board of Education to Amend Its Educator Credentialing Rules to Create a Pathway for an Industrial Arts Endorsement",Adopted on 6/9/2025,Adopted on 6/9/2025
