ld,paper,chamber,number,date,motion,outcome,yeas,nays,absent,excused,vacant,yeas_required,url
544,HP0363,Senate,357,2025-06-04,INSIST,PREVAILS,26,7,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096466&chamber=Senate&serialnumber=357
544,HP0363,House,278,2025-06-02,ACC MIN OUGHT NOT TO PASS REP,PREVAILS,80,56,15,0,0,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096466&chamber=House&serialnumber=278
544,HP0363,House,305,2025-06-04,INSIST,PREVAILS,81,61,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096466&chamber=House&serialnumber=305
549,SP0199,Senate,653,2025-06-25,SUSPEND RULES (2/3),FAILS,14,19,0,2,0,22,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096322&chamber=Senate&serialnumber=653
551,SP0203,Senate,230,2025-05-27,ACCEPT REPORT 'B' OUGHT NOT TO PASS,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096328&chamber=Senate&serialnumber=230
551,SP0203,House,210,2025-05-28,"acc report ""b"" ontp",PREVAILS,77,69,5,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096328&chamber=House&serialnumber=210
555,SP0217,Senate,928,2026-04-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,12,23,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096345&chamber=Senate&serialnumber=928
555,SP0217,House,817,2026-04-14,Acc Maj Ought Not to Pass Rep,PREVAILS,75,72,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096345&chamber=House&serialnumber=817
556,SP0218,Senate,565,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS REPORT,FAILS,17,17,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=Senate&serialnumber=565
556,SP0218,Senate,566,2025-06-16,TABLE UNTIL LATER,FAILS,14,20,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=Senate&serialnumber=566
556,SP0218,Senate,576,2025-06-16,RECONSIDER,FAILS,17,18,0,0,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=Senate&serialnumber=576
556,SP0218,Senate,620,2025-06-18,RECEDE AND CONCUR,PREVAILS,17,16,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=Senate&serialnumber=620
556,SP0218,Senate,646,2025-06-25,ENACTMENT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=Senate&serialnumber=646
556,SP0218,Senate,647,2025-06-25,RECONSIDER,FAILS,1,31,0,3,0,22,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=Senate&serialnumber=647
556,SP0218,House,553,2025-06-17,ACC MAJ OUGHT TO PASS REP,PREVAILS,81,67,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=House&serialnumber=553
556,SP0218,House,582,2025-06-18,Enactment,PREVAILS,78,67,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096361&chamber=House&serialnumber=582
577,SP0258,Senate,524,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,35,0,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096582&chamber=Senate&serialnumber=524
579,SP0260,Senate,950,2026-04-13,RECEDE AND CONCUR,PREVAILS,35,0,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096584&chamber=Senate&serialnumber=950
579,SP0260,House,811,2026-04-13,ADOPT HAH-1053 TO CAS-344,PREVAILS,76,69,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096584&chamber=House&serialnumber=811
580,SP0261,Senate,94,2025-04-08,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,30,2,1,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096587&chamber=Senate&serialnumber=94
580,SP0261,House,80,2025-04-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,117,27,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096587&chamber=House&serialnumber=80
582,SP0265,House,136,2025-05-14,ACC MAJ OTP AS AMENDED REP,PREVAILS,115,26,9,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096591&chamber=House&serialnumber=136
584,SP0267,House,660,2026-03-18,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,79,64,6,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096593&chamber=House&serialnumber=660
585,SP0268,Senate,103,2025-04-10,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096594&chamber=Senate&serialnumber=103
585,SP0268,House,82,2025-04-15,ACC MAJ OUGHT TO PASS REP,PREVAILS,77,72,1,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096594&chamber=House&serialnumber=82
587,SP0270,Senate,370,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,27,5,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096596&chamber=Senate&serialnumber=370
588,SP0272,Senate,133,2025-04-30,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096598&chamber=Senate&serialnumber=133
588,SP0272,Senate,342,2025-06-03,RECEDE AND CONCUR,FAILS,12,20,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096598&chamber=Senate&serialnumber=342
588,SP0272,Senate,642,2025-06-25,VETO OVERRIDE (2/3),FAILS,18,14,0,3,0,22,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096598&chamber=Senate&serialnumber=642
588,SP0272,House,291,2025-06-03,ACC MAJ OUGHT TO PASS REP,FAILS,71,75,5,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096598&chamber=House&serialnumber=291
588,SP0272,House,306,2025-06-04,RECEDE AND CONCUR,PREVAILS,72,71,8,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096598&chamber=House&serialnumber=306
588,SP0272,House,316,2025-06-04,Enactment,PREVAILS,74,71,6,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096598&chamber=House&serialnumber=316
589,SP0273,Senate,289,2025-06-02,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,12,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096599&chamber=Senate&serialnumber=289
589,SP0273,House,290,2025-06-03,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,72,5,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096599&chamber=House&serialnumber=290
589,SP0273,House,292,2025-06-03,Enactment,PREVAILS,74,73,4,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096599&chamber=House&serialnumber=292
592,SP0276,House,503,2025-06-13,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,68,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096602&chamber=House&serialnumber=503
594,SP0278,Senate,293,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096604&chamber=Senate&serialnumber=293
594,SP0278,House,296,2025-06-03,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,72,3,0,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096604&chamber=House&serialnumber=296
598,SP0282,Senate,290,2025-06-02,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096608&chamber=Senate&serialnumber=290
598,SP0282,Senate,453,2025-06-11,ENACTMENT,PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096608&chamber=Senate&serialnumber=453
598,SP0282,House,293,2025-06-03,ACC MAJ OTP AS AMENDED REP,PREVAILS,88,60,3,0,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096608&chamber=House&serialnumber=293
598,SP0282,House,395,2025-06-10,RECEDE AND CONCUR,PREVAILS,76,69,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096608&chamber=House&serialnumber=395
599,SP0283,Senate,206,2025-05-21,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096609&chamber=Senate&serialnumber=206
599,SP0283,House,177,2025-05-22,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,63,13,0,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096609&chamber=House&serialnumber=177
601,HP0369,Senate,97,2025-04-10,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096671&chamber=Senate&serialnumber=97
601,HP0369,House,68,2025-04-08,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,81,63,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096671&chamber=House&serialnumber=68
607,HP0375,Senate,277,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096677&chamber=Senate&serialnumber=277
607,HP0375,House,234,2025-05-29,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,78,65,8,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096677&chamber=House&serialnumber=234
609,HP0377,Senate,53,2025-03-20,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=53
609,HP0377,Senate,54,2025-03-20,1ST READING,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=54
609,HP0377,Senate,55,2025-03-20,DISPENSING OF THE READING,PREVAILS,24,11,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=55
609,HP0377,Senate,56,2025-03-20,ADOPT HOUSE AMENDMENT R (H-33) to COMMITEE AMENDMENT,PREVAILS,18,17,0,0,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=56
609,HP0377,Senate,57,2025-03-20,ADOPT COMMITTEE AMENDMENT AS AMENDED BY HOUSE AMENDMENT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=57
609,HP0377,Senate,58,2025-03-20,SUSPEND RULES (2/3),FAILS,22,13,0,0,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=58
609,HP0377,Senate,59,2025-03-20,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=59
609,HP0377,Senate,60,2025-03-20,FORTHWITH,PREVAILS,20,15,0,0,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=60
609,HP0377,Senate,62,2025-03-20,ENACTMENT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=62
609,HP0377,Senate,63,2025-03-20,FORTHWITH,PREVAILS,20,15,0,0,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=Senate&serialnumber=63
609,HP0377,House,22,2025-03-20,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,69,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=22
609,HP0377,House,23,2025-03-20,INDEF PP HAH-15 TO CAH-13,PREVAILS,74,69,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=23
609,HP0377,House,24,2025-03-20,INDEF PP HBH-16 TO CAH-13,PREVAILS,74,69,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=24
609,HP0377,House,25,2025-03-20,INDEF PP HCH-17 TO CAH-13,PREVAILS,74,68,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=25
609,HP0377,House,26,2025-03-20,"DISPENSE THE READING OF H""D""",PREVAILS,84,56,10,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=26
609,HP0377,House,27,2025-03-20,INDEF PP HDH-18 TO CAH-13,PREVAILS,74,66,10,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=27
609,HP0377,House,28,2025-03-20,INDEF PP HEH-19 TO CAH-13,PREVAILS,75,63,12,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=28
609,HP0377,House,29,2025-03-20,INDEF PP HFH-20 TO CAH-13,PREVAILS,75,64,11,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=29
609,HP0377,House,30,2025-03-20,INDEF PP HGH-21 TO CAH-13,PREVAILS,76,66,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=30
609,HP0377,House,31,2025-03-20,INDEF PP HHH-23 TO CAH-13,PREVAILS,75,67,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=31
609,HP0377,House,32,2025-03-20,TABLE UNTIL LATER,FAILS,67,75,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=32
609,HP0377,House,33,2025-03-20,SUSPEND RULE 401 PART 11,FAILS,68,74,8,0,1,95,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=33
609,HP0377,House,34,2025-03-20,INDEF PP HIH-24 TO CAH-13,PREVAILS,73,66,11,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=34
609,HP0377,House,35,2025-03-20,INDEF PP HKH-26 TO CAH-13,PREVAILS,75,63,12,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=35
609,HP0377,House,36,2025-03-20,INDEF PP HLH-27 TO CAH-13,PREVAILS,74,63,13,0,1,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=36
609,HP0377,House,37,2025-03-20,INDEF PP HMH-28 TO CAH-13,PREVAILS,75,61,14,0,1,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=37
609,HP0377,House,38,2025-03-20,INDEF PP HOH-30 TO CAH-13,PREVAILS,74,61,15,0,1,68,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=38
609,HP0377,House,39,2025-03-20,INDEF PP HPH-31 TO CAH-13,PREVAILS,74,62,14,0,1,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=39
609,HP0377,House,40,2025-03-20,INDEF PP HQH-32 TO CAH-13,PREVAILS,74,64,12,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=40
609,HP0377,House,41,2025-03-20,INDEF PP HRH-33 TO CAH-13,FAILS,64,75,11,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=41
609,HP0377,House,42,2025-03-20,ADOPT HRH-33 TO CAH-13,PREVAILS,74,67,9,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=42
609,HP0377,House,43,2025-03-20,ADOPT C A AS AM BY HRH-33,PREVAILS,73,67,10,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=43
609,HP0377,House,44,2025-03-20,PASSAGE TO BE ENGROSSED,PREVAILS,74,67,9,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=44
609,HP0377,House,47,2025-03-20,ENACTMENT,PREVAILS,76,66,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096679&chamber=House&serialnumber=47
612,HP0380,Senate,393,2025-06-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,13,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096682&chamber=Senate&serialnumber=393
612,HP0380,House,344,2025-06-05,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,72,68,9,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096682&chamber=House&serialnumber=344
613,HP0381,Senate,399,2025-06-09,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=399
613,HP0381,Senate,481,2025-06-12,RECEDE AND CONCUR,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=481
613,HP0381,Senate,482,2025-06-12,RECEDE,PREVAILS,22,13,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=482
613,HP0381,Senate,483,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=483
613,HP0381,Senate,484,2025-06-12,INDEFINITELY POSTPONE,FAILS,16,19,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=484
613,HP0381,Senate,485,2025-06-12,ADOPT SENATE AMENDMENT (S-365) to COMMITTEE AMENDMENT,PREVAILS,20,15,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=485
613,HP0381,Senate,486,2025-06-12,ADOPT COMMITTEE AMENDMENT AS AMENDED BY SENATE AMENDMENT,PREVAILS,20,15,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=486
613,HP0381,Senate,499,2025-06-12,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=Senate&serialnumber=499
613,HP0381,House,320,2025-06-04,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,64,13,0,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=House&serialnumber=320
613,HP0381,House,396,2025-06-10,RECEDE AND CONCUR,FAILS,67,76,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=House&serialnumber=396
613,HP0381,House,508,2025-06-16,RECEDE AND CONCUR,PREVAILS,79,62,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096683&chamber=House&serialnumber=508
618,HP0386,Senate,163,2025-05-14,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096688&chamber=Senate&serialnumber=163
633,HP0401,Senate,98,2025-04-10,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096703&chamber=Senate&serialnumber=98
633,HP0401,House,69,2025-04-08,ACC MAJ OUGHT TO PASS REP,PREVAILS,103,41,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096703&chamber=House&serialnumber=69
635,HP0403,Senate,201,2025-05-21,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096705&chamber=Senate&serialnumber=201
635,HP0403,House,151,2025-05-20,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,81,65,4,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096705&chamber=House&serialnumber=151
639,HP0407,Senate,226,2025-05-27,RECEDE AND CONCUR,FAILS,14,20,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096709&chamber=Senate&serialnumber=226
639,HP0407,House,144,2025-05-20,ACC MAJ OTP AS AMENDED REP,FAILS,73,75,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096709&chamber=House&serialnumber=144
639,HP0407,House,164,2025-05-22,RECEDE AND CONCUR,PREVAILS,76,68,7,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096709&chamber=House&serialnumber=164
639,HP0407,House,165,2025-05-22,RECONSIDER,PREVAILS,78,67,6,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096709&chamber=House&serialnumber=165
639,HP0407,House,166,2025-05-22,RECEDE AND CONCUR,FAILS,66,78,7,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096709&chamber=House&serialnumber=166
644,HP0412,Senate,164,2025-05-14,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096714&chamber=Senate&serialnumber=164
644,HP0412,House,127,2025-05-13,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,74,65,11,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096714&chamber=House&serialnumber=127
648,HP0416,Senate,473,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096718&chamber=Senate&serialnumber=473
648,HP0416,House,446,2025-06-11,ACC MAJ OTP AS AMENDED REP,PREVAILS,73,69,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096718&chamber=House&serialnumber=446
648,HP0416,House,615,2026-02-10,Enactment,FAILS,64,73,11,1,2,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096718&chamber=House&serialnumber=615
660,HP0428,Senate,313,2025-06-03,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096730&chamber=Senate&serialnumber=313
660,HP0428,House,257,2025-06-02,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,65,11,0,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096730&chamber=House&serialnumber=257
662,HP0430,Senate,377,2025-06-05,ENACT-EMER 2/3 ELECT,PREVAILS,32,0,0,3,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096732&chamber=Senate&serialnumber=377
666,HP0434,House,157,2025-05-20,acc report 'A' otp-am,PREVAILS,133,10,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096736&chamber=House&serialnumber=157
670,HP0438,Senate,563,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096740&chamber=Senate&serialnumber=563
670,HP0438,House,518,2025-06-16,ACC MAJ OTP AS AMENDED REP,PREVAILS,76,69,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096740&chamber=House&serialnumber=518
671,HP0439,Senate,258,2025-05-29,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096741&chamber=Senate&serialnumber=258
671,HP0439,House,218,2025-05-28,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,85,57,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096741&chamber=House&serialnumber=218
